artistName,Genre,showDate,venue name,venue city,venue state,attendance,product size,productType,product price,Item Name,old_predicted_qty,new_predicted_qty,delta
Air Supply,Pop/Rock,3/14/2026,The Capitol Theatre,Flint,MI,1274,L,Tank Top,40.0,Bling Logo Tank,16,20,4
Air Supply,Pop/Rock,3/27/2026,Mystic Lake Casino,Prior Lake,MN,1783,L,Tank Top,40.0,Bling Logo Tank,19,23,4
Air Supply,Pop/Rock,3/28/2026,Ameristar Casino And Hotel,Kansas City,MO,876,L,Tank Top,40.0,Bling Logo Tank,17,18,1
Air Supply,Pop/Rock,3/29/2026,River City Casino & Hotel,Saint Louis,MO,946,L,Tank Top,40.0,Bling Logo Tank,18,19,1
Air Supply,Pop/Rock,3/12/2026,American Music Theatre,Lancaster,PA,1359,XL,Tank Top,40.0,Bling Logo Tank,18,19,1
Air Supply,Pop/Rock,3/13/2026,Bergen Performing Arts Center,Englewood,NJ,85,XL,Tank Top,40.0,Bling Logo Tank,7,11,4
Air Supply,Pop/Rock,3/14/2026,The Capitol Theatre,Flint,MI,1274,XL,Tank Top,40.0,Bling Logo Tank,17,19,2
Air Supply,Pop/Rock,3/27/2026,Mystic Lake Casino,Prior Lake,MN,1783,XL,Tank Top,40.0,Bling Logo Tank,18,22,4
Air Supply,Pop/Rock,3/28/2026,Ameristar Casino And Hotel,Kansas City,MO,876,XL,Tank Top,40.0,Bling Logo Tank,18,17,-1
Air Supply,Pop/Rock,3/29/2026,River City Casino & Hotel,Saint Louis,MO,946,XL,Tank Top,40.0,Bling Logo Tank,19,19,0
Air Supply,Pop/Rock,3/12/2026,American Music Theatre,Lancaster,PA,1359,2XL,Tank Top,40.0,Bling Logo Tank,16,15,-1
Air Supply,Pop/Rock,3/13/2026,Bergen Performing Arts Center,Englewood,NJ,85,2XL,Tank Top,40.0,Bling Logo Tank,5,8,3
Air Supply,Pop/Rock,3/14/2026,The Capitol Theatre,Flint,MI,1274,2XL,Tank Top,40.0,Bling Logo Tank,16,16,0
Air Supply,Pop/Rock,3/27/2026,Mystic Lake Casino,Prior Lake,MN,1783,2XL,Tank Top,40.0,Bling Logo Tank,18,19,1
Air Supply,Pop/Rock,3/28/2026,Ameristar Casino And Hotel,Kansas City,MO,876,2XL,Tank Top,40.0,Bling Logo Tank,14,13,-1
Air Supply,Pop/Rock,3/29/2026,River City Casino & Hotel,Saint Louis,MO,946,2XL,Tank Top,40.0,Bling Logo Tank,16,14,-2
Air Supply,Pop/Rock,3/12/2026,American Music Theatre,Lancaster,PA,1359,S,Sweatshirt,75.0,Balloon Arch Hoodie,3,5,2
Air Supply,Pop/Rock,3/13/2026,Bergen Performing Arts Center,Englewood,NJ,85,S,Sweatshirt,75.0,Balloon Arch Hoodie,3,4,1
Air Supply,Pop/Rock,3/14/2026,The Capitol Theatre,Flint,MI,1274,S,Sweatshirt,75.0,Balloon Arch Hoodie,4,5,1
Air Supply,Pop/Rock,3/27/2026,Mystic Lake Casino,Prior Lake,MN,1783,S,Sweatshirt,75.0,Balloon Arch Hoodie,5,6,1
Air Supply,Pop/Rock,3/28/2026,Ameristar Casino And Hotel,Kansas City,MO,876,S,Sweatshirt,75.0,Balloon Arch Hoodie,3,4,1
Air Supply,Pop/Rock,3/29/2026,River City Casino & Hotel,Saint Louis,MO,946,S,Sweatshirt,75.0,Balloon Arch Hoodie,3,4,1
Air Supply,Pop/Rock,3/12/2026,American Music Theatre,Lancaster,PA,1359,M,Sweatshirt,75.0,Balloon Arch Hoodie,4,6,2
Air Supply,Pop/Rock,3/13/2026,Bergen Performing Arts Center,Englewood,NJ,85,M,Sweatshirt,75.0,Balloon Arch Hoodie,3,5,2
Air Supply,Pop/Rock,3/14/2026,The Capitol Theatre,Flint,MI,1274,M,Sweatshirt,75.0,Balloon Arch Hoodie,4,6,2
Air Supply,Pop/Rock,3/27/2026,Mystic Lake Casino,Prior Lake,MN,1783,M,Sweatshirt,75.0,Balloon Arch Hoodie,6,8,2
Air Supply,Pop/Rock,3/28/2026,Ameristar Casino And Hotel,Kansas City,MO,876,M,Sweatshirt,75.0,Balloon Arch Hoodie,4,5,1
Air Supply,Pop/Rock,3/29/2026,River City Casino & Hotel,Saint Louis,MO,946,M,Sweatshirt,75.0,Balloon Arch Hoodie,4,5,1
Air Supply,Pop/Rock,3/12/2026,American Music Theatre,Lancaster,PA,1359,L,Sweatshirt,75.0,Balloon Arch Hoodie,4,7,3
Air Supply,Pop/Rock,3/13/2026,Bergen Performing Arts Center,Englewood,NJ,85,L,Sweatshirt,75.0,Balloon Arch Hoodie,3,5,2
Air Supply,Pop/Rock,3/14/2026,The Capitol Theatre,Flint,MI,1274,L,Sweatshirt,75.0,Balloon Arch Hoodie,5,7,2
Air Supply,Pop/Rock,3/27/2026,Mystic Lake Casino,Prior Lake,MN,1783,L,Sweatshirt,75.0,Balloon Arch Hoodie,6,9,3
Air Supply,Pop/Rock,3/28/2026,Ameristar Casino And Hotel,Kansas City,MO,876,L,Sweatshirt,75.0,Balloon Arch Hoodie,4,6,2
Air Supply,Pop/Rock,3/29/2026,River City Casino & Hotel,Saint Louis,MO,946,L,Sweatshirt,75.0,Balloon Arch Hoodie,4,6,2
Air Supply,Pop/Rock,3/12/2026,American Music Theatre,Lancaster,PA,1359,XL,Sweatshirt,75.0,Balloon Arch Hoodie,4,6,2
Air Supply,Pop/Rock,3/13/2026,Bergen Performing Arts Center,Englewood,NJ,85,XL,Sweatshirt,75.0,Balloon Arch Hoodie,3,5,2
Air Supply,Pop/Rock,3/14/2026,The Capitol Theatre,Flint,MI,1274,XL,Sweatshirt,75.0,Balloon Arch Hoodie,4,6,2
Air Supply,Pop/Rock,3/27/2026,Mystic Lake Casino,Prior Lake,MN,1783,XL,Sweatshirt,75.0,Balloon Arch Hoodie,6,8,2
Air Supply,Pop/Rock,3/28/2026,Ameristar Casino And Hotel,Kansas City,MO,876,XL,Sweatshirt,75.0,Balloon Arch Hoodie,4,5,1
Air Supply,Pop/Rock,3/29/2026,River City Casino & Hotel,Saint Louis,MO,946,XL,Sweatshirt,75.0,Balloon Arch Hoodie,4,5,1
Air Supply,Pop/Rock,3/12/2026,American Music Theatre,Lancaster,PA,1359,2XL,Sweatshirt,75.0,Balloon Arch Hoodie,4,5,1
Air Supply,Pop/Rock,3/13/2026,Bergen Performing Arts Center,Englewood,NJ,85,2XL,Sweatshirt,75.0,Balloon Arch Hoodie,3,4,1
Air Supply,Pop/Rock,3/14/2026,The Capitol Theatre,Flint,MI,1274,2XL,Sweatshirt,75.0,Balloon Arch Hoodie,4,5,1
Air Supply,Pop/Rock,3/27/2026,Mystic Lake Casino,Prior Lake,MN,1783,2XL,Sweatshirt,75.0,Balloon Arch Hoodie,6,7,1
Air Supply,Pop/Rock,3/28/2026,Ameristar Casino And Hotel,Kansas City,MO,876,2XL,Sweatshirt,75.0,Balloon Arch Hoodie,3,5,2
Air Supply,Pop/Rock,3/29/2026,River City Casino & Hotel,Saint Louis,MO,946,2XL,Sweatshirt,75.0,Balloon Arch Hoodie,4,5,1
Air Supply,Pop/Rock,3/12/2026,American Music Theatre,Lancaster,PA,1359,3XL,Sweatshirt,75.0,Balloon Arch Hoodie,4,6,2
Air Supply,Pop/Rock,3/13/2026,Bergen Performing Arts Center,Englewood,NJ,85,3XL,Sweatshirt,75.0,Balloon Arch Hoodie,3,4,1
Air Supply,Pop/Rock,3/14/2026,The Capitol Theatre,Flint,MI,1274,3XL,Sweatshirt,75.0,Balloon Arch Hoodie,4,6,2
Air Supply,Pop/Rock,3/27/2026,Mystic Lake Casino,Prior Lake,MN,1783,3XL,Sweatshirt,75.0,Balloon Arch Hoodie,6,8,2
Air Supply,Pop/Rock,3/28/2026,Ameristar Casino And Hotel,Kansas City,MO,876,3XL,Sweatshirt,75.0,Balloon Arch Hoodie,4,5,1
Air Supply,Pop/Rock,3/29/2026,River City Casino & Hotel,Saint Louis,MO,946,3XL,Sweatshirt,75.0,Balloon Arch Hoodie,4,5,1
Air Supply,Pop/Rock,3/12/2026,American Music Theatre,Lancaster,PA,1359,M,Jacket,150.0,50th Anniversary Denim Jacket,5,6,1
Air Supply,Pop/Rock,3/13/2026,Bergen Performing Arts Center,Englewood,NJ,85,M,Jacket,150.0,50th Anniversary Denim Jacket,7,6,-1
Air Supply,Pop/Rock,3/14/2026,The Capitol Theatre,Flint,MI,1274,M,Jacket,150.0,50th Anniversary Denim Jacket,5,6,1
Air Supply,Pop/Rock,3/27/2026,Mystic Lake Casino,Prior Lake,MN,1783,M,Jacket,150.0,50th Anniversary Denim Jacket,5,7,2
Air Supply,Pop/Rock,3/28/2026,Ameristar Casino And Hotel,Kansas City,MO,876,M,Jacket,150.0,50th Anniversary Denim Jacket,6,6,0
Air Supply,Pop/Rock,3/29/2026,River City Casino & Hotel,Saint Louis,MO,946,M,Jacket,150.0,50th Anniversary Denim Jacket,6,6,0
Air Supply,Pop/Rock,3/12/2026,American Music Theatre,Lancaster,PA,1359,XL,Jacket,150.0,50th Anniversary Denim Jacket,5,6,1
Air Supply,Pop/Rock,3/13/2026,Bergen Performing Arts Center,Englewood,NJ,85,XL,Jacket,150.0,50th Anniversary Denim Jacket,6,6,0
Air Supply,Pop/Rock,3/14/2026,The Capitol Theatre,Flint,MI,1274,XL,Jacket,150.0,50th Anniversary Denim Jacket,5,6,1
Air Supply,Pop/Rock,3/27/2026,Mystic Lake Casino,Prior Lake,MN,1783,XL,Jacket,150.0,50th Anniversary Denim Jacket,5,8,3
Air Supply,Pop/Rock,3/28/2026,Ameristar Casino And Hotel,Kansas City,MO,876,XL,Jacket,150.0,50th Anniversary Denim Jacket,5,6,1
Air Supply,Pop/Rock,3/29/2026,River City Casino & Hotel,Saint Louis,MO,946,XL,Jacket,150.0,50th Anniversary Denim Jacket,5,6,1
Air Supply,Pop/Rock,3/12/2026,American Music Theatre,Lancaster,PA,1359,ONE SIZE,Bag,30.0,Distressed Logo Tote,19,19,0
Air Supply,Pop/Rock,3/13/2026,Bergen Performing Arts Center,Englewood,NJ,85,ONE SIZE,Bag,30.0,Distressed Logo Tote,6,11,5
Air Supply,Pop/Rock,3/14/2026,The Capitol Theatre,Flint,MI,1274,ONE SIZE,Bag,30.0,Distressed Logo Tote,18,19,1
Air Supply,Pop/Rock,3/27/2026,Mystic Lake Casino,Prior Lake,MN,1783,ONE SIZE,Bag,30.0,Distressed Logo Tote,18,20,2
Air Supply,Pop/Rock,3/28/2026,Ameristar Casino And Hotel,Kansas City,MO,876,ONE SIZE,Bag,30.0,Distressed Logo Tote,15,15,0
Air Supply,Pop/Rock,3/29/2026,River City Casino & Hotel,Saint Louis,MO,946,ONE SIZE,Bag,30.0,Distressed Logo Tote,16,16,0
Air Supply,Pop/Rock,3/12/2026,American Music Theatre,Lancaster,PA,1359,ONE SIZE,Magnet,10.0,Jazzy Balloon Magnet,20,18,-2
Air Supply,Pop/Rock,3/13/2026,Bergen Performing Arts Center,Englewood,NJ,85,ONE SIZE,Magnet,10.0,Jazzy Balloon Magnet,6,11,5
Air Supply,Pop/Rock,3/14/2026,The Capitol Theatre,Flint,MI,1274,ONE SIZE,Magnet,10.0,Jazzy Balloon Magnet,19,18,-1
Air Supply,Pop/Rock,3/27/2026,Mystic Lake Casino,Prior Lake,MN,1783,ONE SIZE,Magnet,10.0,Jazzy Balloon Magnet,20,19,-1
Air Supply,Pop/Rock,3/28/2026,Ameristar Casino And Hotel,Kansas City,MO,876,ONE SIZE,Magnet,10.0,Jazzy Balloon Magnet,15,15,0
Air Supply,Pop/Rock,3/29/2026,River City Casino & Hotel,Saint Louis,MO,946,ONE SIZE,Magnet,10.0,Jazzy Balloon Magnet,17,16,-1
